,区市町名,町丁目名,地盤分類,建物倒壊危険度ランク,火災危険度ランク
576,台東区,上野６丁目,沖積低地2,4,2
577,台東区,上野７丁目,沖積低地2,2,1
578,台東区,上野公園,台地1,1,1
579,台東区,上野桜木１丁目,台地1,1,1
580,台東区,上野桜木２丁目,台地1,2,2
581,台東区,雷門１丁目,沖積低地2,3,3
582,台東区,雷門２丁目,沖積低地3,3,2
583,台東区,北上野１丁目,沖積低地2,3,1
584,台東区,北上野２丁目,沖積低地2,3,2
585,台東区,清川１丁目,沖積低地4,5,3
586,台東区,清川２丁目,沖積低地4,4,4
587,台東区,蔵前１丁目,沖積低地2,1,1
588,台東区,蔵前２丁目,沖積低地2,2,1
589,台東区,蔵前３丁目,沖積低地2,3,2
590,台東区,蔵前４丁目,沖積低地2,3,2
591,台東区,小島１丁目,沖積低地2,5,4
592,台東区,小島２丁目,沖積低地2,4,3
593,台東区,寿１丁目,沖積低地2,3,2
594,台東区,寿２丁目,沖積低地2,3,2
595,台東区,寿３丁目,沖積低地2,3,2
596,台東区,寿４丁目,沖積低地2,4,3
597,台東区,駒形１丁目,沖積低地2,3,2
598,台東区,駒形２丁目,沖積低地2,3,1
599,台東区,下谷１丁目,沖積低地2,3,2
600,台東区,下谷２丁目,沖積低地2,4,3
601,台東区,下谷３丁目,沖積低地3,3,2
602,台東区,千束１丁目,沖積低地3,4,3
603,台東区,千束２丁目,沖積低地3,5,4
604,台東区,千束３丁目,沖積低地4,5,4
605,台東区,千束４丁目,沖積低地4,5,4
606,台東区,台東１丁目,沖積低地2,3,2
607,台東区,台東２丁目,沖積低地2,3,2
608,台東区,台東３丁目,沖積低地2,5,4
609,台東区,台東４丁目,沖積低地2,3,2
610,台東区,鳥越１丁目,沖積低地2,5,4
611,台東区,鳥越２丁目,沖積低地2,3,2
612,台東区,西浅草１丁目,沖積低地2,3,2
613,台東区,西浅草２丁目,沖積低地2,4,3
614,台東区,西浅草３丁目,沖積低地2,3,3
615,台東区,日本堤１丁目,沖積低地4,5,5
616,台東区,日本堤２丁目,沖積低地4,5,5
617,台東区,根岸１丁目,沖積低地2,3,2
618,台東区,根岸２丁目,沖積低地2,3,2
619,台東区,根岸３丁目,沖積低地2,3,3
620,台東区,根岸４丁目,沖積低地3,4,5
621,台東区,根岸５丁目,沖積低地3,4,3
622,台東区,橋場１丁目,沖積低地4,5,4
623,台東区,橋場２丁目,沖積低地4,5,4
624,台東区,花川戸１丁目,沖積低地4,3,2
625,台東区,花川戸２丁目,沖積低地4,4,3
626,台東区,東浅草１丁目,沖積低地4,4,3
627,台東区,東浅草２丁目,沖積低地4,5,4
628,台東区,東上野１丁目,沖積低地2,3,2
629,台東区,東上野２丁目,沖積低地2,3,2
630,台東区,東上野３丁目,沖積低地2,5,3
631,台東区,東上野４丁目,沖積低地2,3,1
632,台東区,東上野５丁目,沖積低地2,3,2
633,台東区,東上野６丁目,沖積低地2,3,2
634,台東区,松が谷１丁目,沖積低地2,3,2
635,台東区,松が谷２丁目,沖積低地2,4,3
636,台東区,松が谷３丁目,沖積低地2,4,3
637,台東区,松が谷４丁目,沖積低地2,4,3
638,台東区,三筋１丁目,沖積低地2,4,2
639,台東区,三筋２丁目,沖積低地2,4,3
640,台東区,三ノ輪１丁目,沖積低地4,4,3
641,台東区,三ノ輪２丁目,沖積低地4,4,3
642,台東区,元浅草１丁目,沖積低地2,3,2
643,台東区,元浅草２丁目,沖積低地2,4,2
644,台東区,元浅草３丁目,沖積低地2,3,2
645,台東区,元浅草４丁目,沖積低地2,4,3
646,台東区,谷中１丁目,谷底低地2,2,2
647,台東区,谷中２丁目,谷底低地2,3,4
648,台東区,谷中３丁目,谷底低地2,4,4
649,台東区,谷中４丁目,台地1,2,2
650,台東区,谷中５丁目,台地1,2,2
651,台東区,谷中６丁目,台地1,2,2
652,台東区,谷中７丁目,台地1,2,2
653,台東区,柳橋１丁目,沖積低地2,3,2
654,台東区,柳橋２丁目,沖積低地2,3,2
655,台東区,竜泉１丁目,沖積低地3,4,3
656,台東区,竜泉２丁目,沖積低地4,3,2
657,台東区,竜泉３丁目,沖積低地4,5,4
658,墨田区,吾妻橋１丁目,沖積低地4,3,2
659,墨田区,吾妻橋２丁目,沖積低地4,3,2
660,墨田区,吾妻橋３丁目,沖積低地4,3,2
661,墨田区,石原１丁目,沖積低地4,4,3
662,墨田区,石原２丁目,沖積低地4,4,3
663,墨田区,石原３丁目,沖積低地4,4,2
664,墨田区,石原４丁目,沖積低地4,4,2
665,墨田区,押上１丁目,沖積低地4,3,2
666,墨田区,押上２丁目,沖積低地4,4,4
667,墨田区,押上３丁目,沖積低地4,5,5
668,墨田区,亀沢１丁目,沖積低地4,3,2
669,墨田区,亀沢２丁目,沖積低地4,3,2
670,墨田区,亀沢３丁目,沖積低地4,3,2
671,墨田区,亀沢４丁目,沖積低地4,3,2
672,墨田区,菊川１丁目,沖積低地4,4,2
673,墨田区,菊川２丁目,沖積低地4,4,3
674,墨田区,菊川３丁目,沖積低地4,3,2
675,墨田区,京島１丁目,沖積低地4,4,3
676,墨田区,京島２丁目,沖積低地4,5,5
677,墨田区,京島３丁目,沖積低地4,5,5
678,墨田区,錦糸１丁目,沖積低地4,2,1
679,墨田区,錦糸２丁目,沖積低地4,3,2
680,墨田区,錦糸３丁目,沖積低地4,3,2
681,墨田区,錦糸４丁目,沖積低地4,2,1
682,墨田区,江東橋１丁目,沖積低地4,3,1
683,墨田区,江東橋２丁目,沖積低地4,3,1
684,墨田区,江東橋３丁目,沖積低地4,2,1
685,墨田区,江東橋４丁目,沖積低地4,2,1
686,墨田区,江東橋５丁目,沖積低地4,3,1
687,墨田区,墨田１丁目,沖積低地4,3,2
688,墨田区,墨田２丁目,沖積低地4,5,4
689,墨田区,墨田３丁目,沖積低地4,5,5
690,墨田区,墨田４丁目,沖積低地4,5,5
691,墨田区,墨田５丁目,沖積低地4,4,5
692,墨田区,太平１丁目,沖積低地4,3,2
693,墨田区,太平２丁目,沖積低地4,4,2
694,墨田区,太平３丁目,沖積低地4,4,2
695,墨田区,太平４丁目,沖積低地4,3,1
696,墨田区,立花１丁目,沖積低地4,3,3
697,墨田区,立花２丁目,沖積低地4,5,5
698,墨田区,立花３丁目,沖積低地5,4,3
699,墨田区,立花４丁目,沖積低地4,4,3
700,墨田区,立花５丁目,沖積低地4,3,2
701,墨田区,立花６丁目,沖積低地5,3,3
702,墨田区,立川１丁目,沖積低地4,4,3
703,墨田区,立川２丁目,沖積低地4,4,2
704,墨田区,立川３丁目,沖積低地4,3,2
705,墨田区,立川４丁目,沖積低地4,4,2
706,墨田区,千歳１丁目,沖積低地4,3,1
707,墨田区,千歳２丁目,沖積低地4,3,2
708,墨田区,千歳３丁目,沖積低地4,4,3
709,墨田区,堤通１丁目,沖積低地4,3,2
710,墨田区,堤通２丁目,沖積低地4,1,1
711,墨田区,業平１丁目,沖積低地4,3,2
712,墨田区,業平２丁目,沖積低地4,4,2
713,墨田区,業平３丁目,沖積低地4,3,2
714,墨田区,業平４丁目,沖積低地4,4,3
715,墨田区,業平５丁目,沖積低地4,3,2
716,墨田区,東駒形１丁目,沖積低地4,4,2
717,墨田区,東駒形２丁目,沖積低地4,5,3
718,墨田区,東駒形３丁目,沖積低地4,5,3
719,墨田区,東駒形４丁目,沖積低地4,3,2
720,墨田区,東墨田１丁目,沖積低地4,2,1
721,墨田区,東墨田２丁目,沖積低地4,3,2
722,墨田区,東墨田３丁目,沖積低地4,3,2
723,墨田区,東向島１丁目,沖積低地4,5,5
724,墨田区,東向島２丁目,沖積低地4,5,4
725,墨田区,東向島３丁目,沖積低地4,4,3
726,墨田区,東向島４丁目,沖積低地4,4,4
727,墨田区,東向島５丁目,沖積低地4,5,5
728,墨田区,東向島６丁目,沖積低地4,5,5
729,墨田区,文花１丁目,沖積低地4,3,2
730,墨田区,文花２丁目,沖積低地4,3,2
731,墨田区,文花３丁目,沖積低地4,4,3
732,墨田区,本所１丁目,沖積低地4,3,2
733,墨田区,本所２丁目,沖積低地4,4,3
734,墨田区,本所３丁目,沖積低地4,5,3
735,墨田区,本所４丁目,沖積低地4,4,2
736,墨田区,緑１丁目,沖積低地4,4,3
737,墨田区,緑２丁目,沖積低地4,3,2
738,墨田区,緑３丁目,沖積低地4,3,2
739,墨田区,緑４丁目,沖積低地4,3,2
740,墨田区,向島１丁目,沖積低地4,4,2
741,墨田区,向島２丁目,沖積低地4,4,2
742,墨田区,向島３丁目,沖積低地4,4,2
743,墨田区,向島４丁目,沖積低地4,5,5
744,墨田区,向島５丁目,沖積低地4,4,4
745,墨田区,八広１丁目,沖積低地4,4,4
746,墨田区,八広２丁目,沖積低地4,5,5
747,墨田区,八広３丁目,沖積低地4,5,5
748,墨田区,八広４丁目,沖積低地4,5,5
749,墨田区,八広５丁目,沖積低地4,4,4
750,墨田区,八広６丁目,沖積低地4,4,4
751,墨田区,横網１丁目,沖積低地4,1,1
752,墨田区,横網２丁目,沖積低地3,2,1
753,墨田区,横川１丁目,沖積低地4,2,1
754,墨田区,横川２丁目,沖積低地4,5,3
755,墨田区,横川３丁目,沖積低地4,4,3
756,墨田区,横川４丁目,沖積低地4,4,2
757,墨田区,横川５丁目,沖積低地4,2,1
758,墨田区,両国１丁目,沖積低地4,3,2
759,墨田区,両国２丁目,沖積低地4,3,2
760,墨田区,両国３丁目,沖積低地4,4,2
761,墨田区,両国４丁目,沖積低地4,3,2
762,江東区,有明１丁目,沖積低地2,1,1
763,江東区,有明２丁目,沖積低地2,1,1
764,江東区,有明３丁目,沖積低地3,1,1
765,江東区,有明４丁目,沖積低地2,1,1
766,江東区,石島,沖積低地4,4,3
767,江東区,海辺,沖積低地4,4,3
768,江東区,永代１丁目,沖積低地4,3,2
769,江東区,永代２丁目,沖積低地4,4,3
770,江東区,枝川１丁目,沖積低地5,2,1
771,江東区,枝川２丁目,沖積低地5,2,1
772,江東区,枝川３丁目,沖積低地5,1,1
773,江東区,越中島１丁目,沖積低地4,1,1
774,江東区,越中島２丁目,沖積低地4,2,2
775,江東区,越中島３丁目,沖積低地4,1,1
776,江東区,扇橋１丁目,沖積低地4,3,2
777,江東区,扇橋２丁目,沖積低地4,4,2
778,江東区,扇橋３丁目,沖積低地4,3,2
779,江東区,大島１丁目,沖積低地4,3,3
780,江東区,大島２丁目,沖積低地4,4,4
781,江東区,大島３丁目,沖積低地5,4,3
782,江東区,大島４丁目,沖積低地5,3,3
783,江東区,大島５丁目,沖積低地5,4,3
784,江東区,大島６丁目,沖積低地5,3,3
785,江東区,大島７丁目,沖積低地5,4,5
786,江東区,大島８丁目,沖積低地5,4,3
787,江東区,大島９丁目,沖積低地5,1,1
788,江東区,亀戸１丁目,沖積低地4,2,1
789,江東区,亀戸２丁目,沖積低地4,2,1
790,江東区,亀戸３丁目,沖積低地4,4,4
791,江東区,亀戸４丁目,沖積低地4,4,3
792,江東区,亀戸５丁目,沖積低地4,5,5
793,江東区,亀戸６丁目,沖積低地4,3,2
794,江東区,亀戸７丁目,沖積低地5,3,3
795,江東区,亀戸８丁目,沖積低地5,4,3
796,江東区,亀戸９丁目,沖積低地5,2,2
797,江東区,北砂１丁目,沖積低地4,3,2
798,江東区,北砂２丁目,沖積低地5,2,2
799,江東区,北砂３丁目,沖積低地5,5,5
800,江東区,北砂４丁目,沖積低地5,5,5
801,江東区,北砂５丁目,沖積低地5,3,3
802,江東区,北砂６丁目,沖積低地5,5,5
803,江東区,北砂７丁目,沖積低地5,3,4
804,江東区,木場１丁目,沖積低地4,1,1
805,江東区,木場２丁目,沖積低地4,2,1
806,江東区,木場３丁目,沖積低地4,2,1
807,江東区,木場４丁目,沖積低地4,1,1
808,江東区,木場５丁目,沖積低地4,2,1
809,江東区,木場６丁目,沖積低地4,3,2
810,江東区,清澄１丁目,沖積低地4,2,1
811,江東区,清澄２丁目,沖積低地4,3,2
812,江東区,清澄３丁目,沖積低地4,3,2
813,江東区,佐賀１丁目,沖積低地4,3,1
814,江東区,佐賀２丁目,沖積低地4,2,1
815,江東区,猿江１丁目,沖積低地4,3,2
816,江東区,猿江２丁目,沖積低地4,3,2
817,江東区,塩浜１丁目,沖積低地4,1,1
818,江東区,塩浜２丁目,沖積低地4,1,1
819,江東区,潮見１丁目,沖積低地5,2,1
820,江東区,潮見２丁目,沖積低地5,1,1
821,江東区,東雲１丁目,沖積低地5,1,1
822,江東区,東雲２丁目,沖積低地5,1,1
823,江東区,白河１丁目,沖積低地4,3,2
824,江東区,白河２丁目,沖積低地4,4,3
825,江東区,白河３丁目,沖積低地4,4,3
826,江東区,白河４丁目,沖積低地4,2,1
827,江東区,新大橋１丁目,沖積低地4,3,1
828,江東区,新大橋２丁目,沖積低地4,4,3
829,江東区,新大橋３丁目,沖積低地4,4,2
830,江東区,新木場１丁目,沖積低地5,1,1
831,江東区,新木場２丁目,沖積低地5,1,1
832,江東区,新木場３丁目,沖積低地5,1,1
833,江東区,新木場４丁目,沖積低地5,1,1
834,江東区,新砂１丁目,沖積低地4,1,1
835,江東区,新砂２丁目,沖積低地5,1,1
836,江東区,新砂３丁目,沖積低地5,1,1
837,江東区,住吉１丁目,沖積低地4,3,2
838,江東区,住吉２丁目,沖積低地4,4,3
839,江東区,千石１丁目,沖積低地4,2,1
840,江東区,千石２丁目,沖積低地4,3,2
841,江東区,千石３丁目,沖積低地5,2,1
842,江東区,千田,沖積低地4,5,3
843,江東区,高橋,沖積低地4,4,3
844,江東区,辰巳１丁目,沖積低地5,1,1
845,江東区,辰巳２丁目,沖積低地5,1,1
846,江東区,辰巳３丁目,沖積低地5,1,1
847,江東区,東陽１丁目,沖積低地4,3,2
848,江東区,東陽２丁目,沖積低地4,1,1
849,江東区,東陽３丁目,沖積低地4,3,2
850,江東区,東陽４丁目,沖積低地4,1,1
851,江東区,東陽５丁目,沖積低地4,3,2
852,江東区,東陽６丁目,沖積低地4,1,1
853,江東区,東陽７丁目,沖積低地4,1,1
854,江東区,常盤１丁目,沖積低地4,4,2
855,江東区,常盤２丁目,沖積低地4,5,3
856,江東区,富岡１丁目,沖積低地4,3,2
857,江東区,富岡２丁目,沖積低地4,2,1
858,江東区,豊洲１丁目,沖積低地3,1,1
859,江東区,豊洲２丁目,沖積低地3,1,1
860,江東区,豊洲３丁目,沖積低地4,1,1
861,江東区,豊洲４丁目,沖積低地5,1,1
862,江東区,豊洲５丁目,沖積低地5,1,1
863,江東区,豊洲６丁目,沖積低地2,1,1
864,江東区,東砂１丁目,沖積低地5,3,2
865,江東区,東砂２丁目,沖積低地5,2,2
866,江東区,東砂３丁目,沖積低地5,3,3
867,江東区,東砂４丁目,沖積低地5,4,4
868,江東区,東砂５丁目,沖積低地5,5,5
869,江東区,東砂６丁目,沖積低地5,3,2
870,江東区,東砂７丁目,沖積低地5,3,3
871,江東区,東砂８丁目,沖積低地5,3,2
872,江東区,平野１丁目,沖積低地4,4,3
873,江東区,平野２丁目,沖積低地4,3,2
874,江東区,平野３丁目,沖積低地4,2,1
875,江東区,平野４丁目,沖積低地4,2,1
876,江東区,深川１丁目,沖積低地4,2,2
877,江東区,深川２丁目,沖積低地4,3,2
878,江東区,福住１丁目,沖積低地4,5,3
879,江東区,福住２丁目,沖積低地4,2,1
880,江東区,冬木,沖積低地4,2,1
881,江東区,古石場１丁目,沖積低地4,4,3
882,江東区,古石場２丁目,沖積低地4,3,2
883,江東区,古石場３丁目,沖積低地4,3,2
884,江東区,牡丹１丁目,沖積低地4,4,2
885,江東区,牡丹２丁目,沖積低地4,3,2
886,江東区,牡丹３丁目,沖積低地4,4,3
887,江東区,南砂１丁目,沖積低地5,2,2
888,江東区,南砂２丁目,沖積低地4,2,1
889,江東区,南砂３丁目,沖積低地5,2,1
890,江東区,南砂４丁目,沖積低地5,4,4
891,江東区,南砂５丁目,沖積低地5,3,2
892,江東区,南砂６丁目,沖積低地5,3,2
893,江東区,南砂７丁目,沖積低地5,2,2
894,江東区,三好１丁目,沖積低地4,4,3
895,江東区,三好２丁目,沖積低地4,5,4
896,江東区,三好３丁目,沖積低地4,4,2
897,江東区,三好４丁目,沖積低地4,3,2
898,江東区,毛利１丁目,沖積低地4,3,2
899,江東区,毛利２丁目,沖積低地4,2,1
900,江東区,森下１丁目,沖積低地4,4,2
901,江東区,森下２丁目,沖積低地4,5,3
902,江東区,森下３丁目,沖積低地4,3,2
903,江東区,森下４丁目,沖積低地4,4,3
904,江東区,森下５丁目,沖積低地4,3,2
905,江東区,門前仲町１丁目,沖積低地4,4,3
906,江東区,門前仲町２丁目,沖積低地4,3,2
907,江東区,夢の島１丁目,沖積低地5,1,1
908,江東区,夢の島２丁目,沖積低地5,1,1
909,江東区,夢の島３丁目,沖積低地5,1,1
910,江東区,若洲１丁目,沖積低地5,1,1
911,江東区,若洲２丁目,沖積低地5,1,1
912,江東区,若洲３丁目,沖積低地5,1,1
913,江東区,青海１丁目,沖積低地3,1,1
914,江東区,青海２丁目,沖積低地3,1,1
915,江東区,青海３丁目,沖積低地3,1,1
916,江東区,青海４丁目,沖積低地3,1,1
917,品川区,荏原１丁目,台地1,2,2
918,品川区,荏原２丁目,台地1,2,4
919,品川区,荏原３丁目,台地1,3,3
920,品川区,荏原４丁目,台地1,3,3
921,品川区,荏原５丁目,台地1,3,3
922,品川区,荏原６丁目,台地1,3,4
923,品川区,荏原７丁目,台地2,2,4
924,品川区,大井１丁目,谷底低地2,2,1
925,品川区,大井２丁目,台地1,3,4
926,品川区,大井３丁目,台地1,2,3
927,品川区,大井４丁目,台地1,2,4
928,品川区,大井５丁目,台地1,2,3
929,品川区,大井６丁目,台地1,2,2
930,品川区,大井７丁目,台地2,2,4
931,品川区,大崎１丁目,谷底低地3,1,1
932,品川区,大崎２丁目,谷底低地2,1,2
933,品川区,大崎３丁目,台地1,2,3
934,品川区,大崎４丁目,台地1,2,3
935,品川区,大崎５丁目,谷底低地3,1,1
936,品川区,勝島１丁目,沖積低地2,1,1
937,品川区,勝島２丁目,沖積低地2,1,1
938,品川区,勝島３丁目,沖積低地2,1,1
939,品川区,上大崎１丁目,台地2,2,2
940,品川区,上大崎２丁目,台地2,1,1
941,品川区,上大崎３丁目,台地2,1,1
942,品川区,上大崎４丁目,台地2,1,1
943,品川区,北品川１丁目,沖積低地2,2,2
944,品川区,北品川２丁目,沖積低地2,4,4
945,品川区,北品川３丁目,沖積低地2,2,1
946,品川区,北品川４丁目,台地2,1,1
947,品川区,北品川５丁目,台地2,1,1
948,品川区,北品川６丁目,台地2,1,1
949,品川区,小山１丁目,台地1,2,2
950,品川区,小山２丁目,台地1,3,4
951,品川区,小山３丁目,台地1,2,2
952,品川区,小山４丁目,台地1,3,3
953,品川区,小山５丁目,台地1,2,2
954,品川区,小山６丁目,台地2,3,4
955,品川区,小山７丁目,台地2,2,2
956,品川区,小山台１丁目,台地1,3,3
957,品川区,小山台２丁目,台地1,2,1
958,品川区,戸越１丁目,台地1,3,4
959,品川区,戸越２丁目,台地1,3,4
960,品川区,戸越３丁目,台地1,3,4
961,品川区,戸越４丁目,台地1,3,4
962,品川区,戸越５丁目,台地1,2,3
963,品川区,戸越６丁目,台地1,3,3
964,品川区,中延１丁目,台地1,2,3
965,品川区,中延２丁目,台地1,3,4
966,品川区,中延３丁目,台地1,3,3
967,品川区,中延４丁目,台地1,3,4
968,品川区,中延５丁目,谷底低地2,3,3
969,品川区,中延６丁目,谷底低地2,3,3
970,品川区,西大井１丁目,台地1,2,2
971,品川区,西大井２丁目,台地1,3,4
972,品川区,西大井３丁目,台地2,2,4
973,品川区,西大井４丁目,台地2,2,3
974,品川区,西大井５丁目,台地2,3,3
975,品川区,西大井６丁目,谷底低地2,3,3
976,品川区,西五反田１丁目,谷底低地3,2,1
977,品川区,西五反田２丁目,谷底低地3,1,1
978,品川区,西五反田３丁目,谷底低地2,1,1
979,品川区,西五反田４丁目,台地1,2,2
980,品川区,西五反田５丁目,台地1,2,2
981,品川区,西五反田６丁目,台地1,2,2
982,品川区,西五反田７丁目,台地1,1,1
983,品川区,西五反田８丁目,谷底低地3,2,1
984,品川区,西品川１丁目,台地1,2,3
985,品川区,西品川２丁目,谷底低地2,3,4
986,品川区,西品川３丁目,台地1,3,3
987,品川区,西中延１丁目,台地1,3,3
988,品川区,西中延２丁目,台地1,3,4
989,品川区,西中延３丁目,台地1,3,4
990,品川区,旗の台１丁目,谷底低地2,2,1
991,品川区,旗の台２丁目,谷底低地2,2,2
992,品川区,旗の台３丁目,台地1,2,3
993,品川区,旗の台４丁目,谷底低地2,3,4
994,品川区,旗の台５丁目,台地2,3,3
995,品川区,旗の台６丁目,台地2,2,3
996,品川区,東大井１丁目,沖積低地2,2,2
997,品川区,東大井２丁目,沖積低地2,3,3
998,品川区,東大井３丁目,台地1,2,3
999,品川区,東大井４丁目,台地1,1,1
1000,品川区,東大井５丁目,台地1,2,2
1001,品川区,東大井６丁目,谷底低地2,3,3
1002,品川区,東五反田１丁目,谷底低地3,2,1
1003,品川区,東五反田２丁目,谷底低地3,1,1
1004,品川区,東五反田３丁目,台地2,1,1
1005,品川区,東五反田４丁目,台地2,2,1
1006,品川区,東五反田５丁目,台地2,1,1
1007,品川区,東品川１丁目,沖積低地3,3,2
1008,品川区,東品川２丁目,沖積低地3,1,1
1009,品川区,東品川３丁目,沖積低地3,1,1
1010,品川区,東品川４丁目,沖積低地2,1,1
1011,品川区,東品川５丁目,沖積低地3,1,1
1012,品川区,東中延１丁目,台地1,3,4
1013,品川区,東中延２丁目,台地1,3,4
1014,品川区,平塚１丁目,台地1,3,3
1015,品川区,平塚２丁目,台地1,2,2
1016,品川区,平塚３丁目,台地1,2,2
1017,品川区,広町１丁目,谷底低地3,1,2
1018,品川区,広町２丁目,台地1,1,1
1019,品川区,二葉１丁目,谷底低地2,3,3
1020,品川区,二葉２丁目,谷底低地2,3,3
1021,品川区,二葉３丁目,谷底低地2,3,4
1022,品川区,二葉４丁目,谷底低地2,3,4
1023,品川区,南大井１丁目,沖積低地2,3,2
1024,品川区,南大井２丁目,沖積低地2,1,1
1025,品川区,南大井３丁目,沖積低地2,2,1
1026,品川区,南大井４丁目,沖積低地2,2,2
1027,品川区,南大井５丁目,沖積低地2,3,2
1028,品川区,南大井６丁目,沖積低地2,2,1
1029,品川区,南品川１丁目,沖積低地3,4,3
1030,品川区,南品川２丁目,沖積低地2,3,2
1031,品川区,南品川３丁目,沖積低地2,3,2
1032,品川区,南品川４丁目,谷底低地2,3,3
1033,品川区,南品川５丁目,沖積低地2,3,3
1034,品川区,南品川６丁目,台地1,2,3
1035,品川区,八潮１丁目,沖積低地4,1,1
1036,品川区,八潮２丁目,沖積低地3,1,1
1037,品川区,八潮３丁目,沖積低地3,1,1
1038,品川区,八潮４丁目,沖積低地2,1,1
1039,品川区,八潮５丁目,沖積低地2,1,1
1040,品川区,豊町１丁目,台地1,3,4
1041,品川区,豊町２丁目,谷底低地2,3,3
1042,品川区,豊町３丁目,台地1,3,3
1043,品川区,豊町４丁目,台地1,3,4
1044,品川区,豊町５丁目,台地1,3,4
1045,品川区,豊町６丁目,台地1,3,4
1046,品川区,東八潮,沖積低地4,1,1
1047,目黒区,青葉台１丁目,谷底低地2,1,1
1048,目黒区,青葉台２丁目,台地2,1,1
1049,目黒区,青葉台３丁目,谷底低地2,2,1
1050,目黒区,青葉台４丁目,台地2,1,1
1051,目黒区,大岡山１丁目,台地2,2,3
1052,目黒区,大岡山２丁目,台地2,1,1
1053,目黒区,大橋１丁目,谷底低地2,1,1
1054,目黒区,大橋２丁目,台地1,1,1
1055,目黒区,柿の木坂１丁目,台地1,2,2
1056,目黒区,柿の木坂２丁目,台地1,1,1
1057,目黒区,柿の木坂３丁目,台地1,2,1
1058,目黒区,上目黒１丁目,谷底低地2,1,1
1059,目黒区,上目黒２丁目,谷底低地2,3,3
1060,目黒区,上目黒３丁目,台地1,2,2
1061,目黒区,上目黒４丁目,台地1,2,4
1062,目黒区,上目黒５丁目,台地1,2,2
1063,目黒区,駒場１丁目,台地1,2,2
1064,目黒区,駒場２丁目,台地1,1,1
1065,目黒区,駒場３丁目,台地1,1,1
1066,目黒区,駒場４丁目,台地1,1,1
1067,目黒区,五本木１丁目,台地1,2,2
1068,目黒区,五本木２丁目,台地1,2,3
1069,目黒区,五本木３丁目,台地1,2,2
1070,目黒区,下目黒１丁目,台地2,1,1
1071,目黒区,下目黒２丁目,谷底低地2,2,2
1072,目黒区,下目黒３丁目,谷底低地2,2,2
1073,目黒区,下目黒４丁目,台地1,2,2
1074,目黒区,下目黒５丁目,台地1,2,2
1075,目黒区,下目黒６丁目,台地1,1,1
1076,目黒区,自由が丘１丁目,谷底低地2,2,2
1077,目黒区,自由が丘２丁目,谷底低地2,2,1
1078,目黒区,自由が丘３丁目,台地1,2,2
1079,目黒区,洗足１丁目,台地2,3,3
1080,目黒区,洗足２丁目,台地2,2,2
1081,目黒区,平町１丁目,台地1,1,1
1082,目黒区,平町２丁目,台地2,2,2
1083,目黒区,鷹番１丁目,台地1,2,2
1084,目黒区,鷹番２丁目,台地1,2,2
1085,目黒区,鷹番３丁目,台地1,2,2
1086,目黒区,中央町１丁目,台地1,2,1
1087,目黒区,中央町２丁目,台地1,2,2
1088,目黒区,中町１丁目,台地1,2,3
1089,目黒区,中町２丁目,台地1,2,2
1090,目黒区,中根１丁目,台地1,2,2
1091,目黒区,中根２丁目,谷底低地2,2,1
1092,目黒区,中目黒１丁目,谷底低地2,2,1
1093,目黒区,中目黒２丁目,谷底低地2,1,1
1094,目黒区,中目黒３丁目,台地1,2,2
1095,目黒区,中目黒４丁目,台地1,2,2
1096,目黒区,中目黒５丁目,台地1,2,2
1097,目黒区,原町１丁目,谷底低地2,3,3
1098,目黒区,原町２丁目,谷底低地2,3,3
1099,目黒区,東が丘１丁目,台地1,2,1
1100,目黒区,東が丘２丁目,台地1,1,1
1101,目黒区,東山１丁目,台地1,2,2
1102,目黒区,東山２丁目,台地1,1,1
1103,目黒区,東山３丁目,台地1,1,1
1104,目黒区,碑文谷１丁目,台地1,2,2
1105,目黒区,碑文谷２丁目,台地1,1,1
1106,目黒区,碑文谷３丁目,台地1,1,1
1107,目黒区,碑文谷４丁目,台地1,1,1
1108,目黒区,碑文谷５丁目,台地1,1,1
1109,目黒区,碑文谷６丁目,台地1,2,1
1110,目黒区,三田１丁目,台地2,1,1
1111,目黒区,三田２丁目,台地2,2,2
1112,目黒区,緑が丘１丁目,台地1,2,3
1113,目黒区,緑が丘２丁目,谷底低地2,2,2
1114,目黒区,緑が丘３丁目,谷底低地2,3,2
1115,目黒区,南１丁目,台地2,2,2
1116,目黒区,南２丁目,台地2,2,2
1117,目黒区,南３丁目,台地2,2,3
1118,目黒区,目黒１丁目,谷底低地2,2,2
1119,目黒区,目黒２丁目,谷底低地2,1,1
1120,目黒区,目黒３丁目,台地1,2,2
1121,目黒区,目黒４丁目,台地1,2,2
1122,目黒区,目黒本町１丁目,台地1,2,2
1123,目黒区,目黒本町２丁目,台地1,1,1
1124,目黒区,目黒本町３丁目,台地1,3,2
1125,目黒区,目黒本町４丁目,台地1,3,3
1126,目黒区,目黒本町５丁目,台地1,3,3
1127,目黒区,目黒本町６丁目,台地1,3,3
1128,目黒区,八雲１丁目,台地1,1,1
1129,目黒区,八雲２丁目,谷底低地2,2,1
1130,目黒区,八雲３丁目,台地1,1,2
1131,目黒区,八雲４丁目,台地1,2,1
1132,目黒区,八雲５丁目,台地1,1,1
1133,目黒区,祐天寺１丁目,台地1,3,3
1134,目黒区,祐天寺２丁目,台地1,2,2
1135,大田区,池上１丁目,台地2,1,2
1136,大田区,池上２丁目,谷底低地3,2,2
1137,大田区,池上３丁目,沖積低地2,3,2
1138,大田区,池上４丁目,沖積低地2,3,3
